100	0	32	A
33	31	24	A
34	55	24	A
35	79	24	A
36	103	24	A
37	127	24	A
38	151	24	A
39	175	24	A
40	199	24	A
1	223	24	A
3	247	24	A
4	271	24	A
5	295	24	A
6	319	24	A
9	343	24	A
10	367	24	A
16	391	24	A
25	415	24	A
26	439	24	A
27	463	24	A
28	487	24	A
29	511	24	A
30	535	24	A
31	559	24	A
32	583	24	A
17	607	24	A
18	631	24	A
19	655	24	A
20	679	24	A
21	703	24	A
22	727	24	A
23	751	24	A
24	775	24	A
